day_type,bigger_id,c_users,geo
dzien_roboczy,X386Y547,149,"POLYGON((16.9361203041856 52.4063866690858, 16.936330077445 52.4018930693385, 16.9422074492394 52.4019955559811, 16.9436767977047 52.4020211320111, 16.9434677699582 52.4065147524071, 16.9361203041856 52.4063866690858))"
sobota,X374Y544,1,"POLYGON((16.8546476112419 52.4184277123827, 16.8472985850593 52.4182940884702, 16.8474955894783 52.4142500880575, 16.8475174759729 52.4138007544744, 16.8548657562917 52.4139343568438, 16.8546476112419 52.4184277123827))"
niedziela,X374Y544,2,"POLYGON((16.8546476112419 52.4184277123827, 16.8472985850593 52.4182940884702, 16.8474955894783 52.4142500880575, 16.8475174759729 52.4138007544744, 16.8548657562917 52.4139343568438, 16.8546476112419 52.4184277123827))"
dzien_roboczy,X374Y544,2,"POLYGON((16.8546476112419 52.4184277123827, 16.8472985850593 52.4182940884702, 16.8474955894783 52.4142500880575, 16.8475174759729 52.4138007544744, 16.8548657562917 52.4139343568438, 16.8546476112419 52.4184277123827))"
sobota,X372Y540,14,"POLYGON((16.8318289092592 52.4337519563721, 16.8319392095588 52.4315053186935, 16.8392903587566 52.4316399206921, 16.8390704902205 52.4361332167346, 16.8317185944142 52.4359985930286, 16.8318289092592 52.4337519563721))"
niedziela,X372Y540,12,"POLYGON((16.8318289092592 52.4337519563721, 16.8319392095588 52.4315053186935, 16.8392903587566 52.4316399206921, 16.8390704902205 52.4361332167346, 16.8317185944142 52.4359985930286, 16.8318289092592 52.4337519563721))"
dzien_roboczy,X372Y540,12,"POLYGON((16.8318289092592 52.4337519563721, 16.8319392095588 52.4315053186935, 16.8392903587566 52.4316399206921, 16.8390704902205 52.4361332167346, 16.8317185944142 52.4359985930286, 16.8318289092592 52.4337519563721))"
sobota,X392Y560,14,"POLYGON((16.9902087207149 52.3488547004114, 16.9828706051209 52.3487296178896, 16.9830752030872 52.3442358433148, 16.9904125755978 52.3443609056817, 16.9902087207149 52.3488547004114))"
niedziela,X392Y560,8,"POLYGON((16.9902087207149 52.3488547004114, 16.9828706051209 52.3487296178896, 16.9830752030872 52.3442358433148, 16.9904125755978 52.3443609056817, 16.9902087207149 52.3488547004114))"
dzien_roboczy,X392Y560,12,"POLYGON((16.9902087207149 52.3488547004114, 16.9828706051209 52.3487296178896, 16.9830752030872 52.3442358433148, 16.9904125755978 52.3443609056817, 16.9902087207149 52.3488547004114))"
sobota,X384Y531,1,"POLYGON((16.918037723086 52.4780255159814, 16.9182498808074 52.473532022345, 16.9256084414609 52.4736613308485, 16.92539703236 52.478154845348, 16.918037723086 52.4780255159814))"
niedziela,X384Y531,1,"POLYGON((16.918037723086 52.4780255159814, 16.9182498808074 52.473532022345, 16.9256084414609 52.4736613308485, 16.92539703236 52.478154845348, 16.918037723086 52.4780255159814))"
dzien_roboczy,X384Y531,1,"POLYGON((16.918037723086 52.4780255159814, 16.9182498808074 52.473532022345, 16.9256084414609 52.4736613308485, 16.92539703236 52.478154845348, 16.918037723086 52.4780255159814))"
sobota,X389Y556,1,"POLYGON((16.9602357742186 52.3618327544695, 16.9675759578361 52.3619592645209, 16.9673696565595 52.366452982523, 16.9600287291338 52.3663264520803, 16.9602357742186 52.3618327544695))"
niedziela,X389Y556,1,"POLYGON((16.9602357742186 52.3618327544695, 16.9675759578361 52.3619592645209, 16.9673696565595 52.366452982523, 16.9600287291338 52.3663264520803, 16.9602357742186 52.3618327544695))"
dzien_roboczy,X389Y556,1,"POLYGON((16.9602357742186 52.3618327544695, 16.9675759578361 52.3619592645209, 16.9673696565595 52.366452982523, 16.9600287291338 52.3663264520803, 16.9602357742186 52.3618327544695))"
sobota,X380Y537,42,"POLYGON((16.8974597688359 52.446180683404, 16.8972457045663 52.4506741383102, 16.8898911088093 52.4505431057282, 16.8900414828998 52.447397702512, 16.8901059204383 52.4460496719541, 16.8974597688359 52.446180683404))"
niedziela,X380Y537,31,"POLYGON((16.8974597688359 52.446180683404, 16.8972457045663 52.4506741383102, 16.8898911088093 52.4505431057282, 16.8900414828998 52.447397702512, 16.8901059204383 52.4460496719541, 16.8974597688359 52.446180683404))"
dzien_roboczy,X380Y537,50,"POLYGON((16.8974597688359 52.446180683404, 16.8972457045663 52.4506741383102, 16.8898911088093 52.4505431057282, 16.8900414828998 52.447397702512, 16.8901059204383 52.4460496719541, 16.8974597688359 52.446180683404))"
sobota,X390Y549,80,"POLYGON((16.9661307069331 52.3934152063034, 16.9734761557793 52.3935414029936, 16.9732702188667 52.3980351132644, 16.9659240248228 52.3979088962276, 16.9660687080194 52.3947633137018, 16.9661307069331 52.3934152063034))"
niedziela,X390Y549,71,"POLYGON((16.9661307069331 52.3934152063034, 16.9734761557793 52.3935414029936, 16.9732702188667 52.3980351132644, 16.9659240248228 52.3979088962276, 16.9660687080194 52.3947633137018, 16.9661307069331 52.3934152063034))"
dzien_roboczy,X390Y549,75,"POLYGON((16.9661307069331 52.3934152063034, 16.9734761557793 52.3935414029936, 16.9732702188667 52.3980351132644, 16.9659240248228 52.3979088962276, 16.9660687080194 52.3947633137018, 16.9661307069331 52.3934152063034))"
sobota,X386Y544,15,"POLYGON((16.9428403559936 52.4199955894512, 16.935490652505 52.4198674441587, 16.935700591735 52.415373856496, 16.9430495491221 52.4155019811272, 16.9430286322911 52.4159513421407, 16.9428403559936 52.4199955894512))"
niedziela,X386Y544,18,"POLYGON((16.9428403559936 52.4199955894512, 16.935490652505 52.4198674441587, 16.935700591735 52.415373856496, 16.9430495491221 52.4155019811272, 16.9430286322911 52.4159513421407, 16.9428403559936 52.4199955894512))"
dzien_roboczy,X386Y544,15,"POLYGON((16.9428403559936 52.4199955894512, 16.935490652505 52.4198674441587, 16.935700591735 52.415373856496, 16.9430495491221 52.4155019811272, 16.9430286322911 52.4159513421407, 16.9428403559936 52.4199955894512))"
sobota,X393Y559,3,"POLYGON((16.9900048121464 52.3533484911427, 16.9902087207149 52.3488547004114, 16.9975468899944 52.3489793274576, 16.9973437247236 52.3534731382745, 16.9900048121464 52.3533484911427))"
niedziela,X393Y559,2,"POLYGON((16.9900048121464 52.3533484911427, 16.9902087207149 52.3488547004114, 16.9975468899944 52.3489793274576, 16.9973437247236 52.3534731382745, 16.9900048121464 52.3533484911427))"
dzien_roboczy,X393Y559,3,"POLYGON((16.9900048121464 52.3533484911427, 16.9902087207149 52.3488547004114, 16.9975468899944 52.3489793274576, 16.9973437247236 52.3534731382745, 16.9900048121464 52.3533484911427))"
sobota,X372Y553,4,"POLYGON((16.8420338303706 52.3754733755732, 16.8419242649341 52.3777200496288, 16.834582059737 52.3775857077783, 16.83480192024 52.3730923802969, 16.8421433813768 52.3732267004969, 16.8420338303706 52.3754733755732))"
niedziela,X372Y553,2,"POLYGON((16.8420338303706 52.3754733755732, 16.8419242649341 52.3777200496288, 16.834582059737 52.3775857077783, 16.83480192024 52.3730923802969, 16.8421433813768 52.3732267004969, 16.8420338303706 52.3754733755732))"
dzien_roboczy,X372Y553,3,"POLYGON((16.8420338303706 52.3754733755732, 16.8419242649341 52.3777200496288, 16.834582059737 52.3775857077783, 16.83480192024 52.3730923802969, 16.8421433813768 52.3732267004969, 16.8420338303706 52.3754733755732))"
sobota,X383Y550,277,"POLYGON((16.9149259430437 52.3880255072166, 16.9222702616736 52.3881548761888, 16.9220591644186 52.3926484465276, 16.9147141009222 52.392519056699, 16.9148835790852 52.3889242174363, 16.9149259430437 52.3880255072166))"
niedziela,X383Y550,271,"POLYGON((16.9149259430437 52.3880255072166, 16.9222702616736 52.3881548761888, 16.9220591644186 52.3926484465276, 16.9147141009222 52.392519056699, 16.9148835790852 52.3889242174363, 16.9149259430437 52.3880255072166))"
dzien_roboczy,X383Y550,261,"POLYGON((16.9149259430437 52.3880255072166, 16.9222702616736 52.3881548761888, 16.9220591644186 52.3926484465276, 16.9147141009222 52.392519056699, 16.9148835790852 52.3889242174363, 16.9149259430437 52.3880255072166))"
sobota,X396Y546,40,"POLYGON((17.0095974182296 52.4076469641295, 17.0169454262536 52.4077704832717, 17.0167438015429 52.4122643021311, 17.0093950476194 52.412140763071, 17.0095974182296 52.4076469641295))"
niedziela,X396Y546,40,"POLYGON((17.0095974182296 52.4076469641295, 17.0169454262536 52.4077704832717, 17.0167438015429 52.4122643021311, 17.0093950476194 52.412140763071, 17.0095974182296 52.4076469641295))"
dzien_roboczy,X396Y546,36,"POLYGON((17.0095974182296 52.4076469641295, 17.0169454262536 52.4077704832717, 17.0167438015429 52.4122643021311, 17.0093950476194 52.412140763071, 17.0095974182296 52.4076469641295))"
sobota,X373Y555,11,"POLYGON((16.8497032150713 52.3688671901521, 16.8423624401082 52.3687333472818, 16.8425814411483 52.3642399899836, 16.849921472422 52.3643738112854, 16.8498560012527 52.3657218253737, 16.8497032150713 52.3688671901521))"
niedziela,X373Y555,10,"POLYGON((16.8497032150713 52.3688671901521, 16.8423624401082 52.3687333472818, 16.8425814411483 52.3642399899836, 16.849921472422 52.3643738112854, 16.8498560012527 52.3657218253737, 16.8497032150713 52.3688671901521))"
dzien_roboczy,X373Y555,9,"POLYGON((16.8497032150713 52.3688671901521, 16.8423624401082 52.3687333472818, 16.8425814411483 52.3642399899836, 16.849921472422 52.3643738112854, 16.8498560012527 52.3657218253737, 16.8497032150713 52.3688671901521))"
sobota,X383Y544,35,"POLYGON((16.913441874999 52.4194802687394, 16.913654052417 52.4149867435013, 16.9210028431862 52.4151162376751, 16.9207914118114 52.4196097837949, 16.9156467301768 52.4195191711964, 16.913441874999 52.4194802687394))"
niedziela,X383Y544,35,"POLYGON((16.913441874999 52.4194802687394, 16.913654052417 52.4149867435013, 16.9210028431862 52.4151162376751, 16.9207914118114 52.4196097837949, 16.9156467301768 52.4195191711964, 16.913441874999 52.4194802687394))"
dzien_roboczy,X383Y544,40,"POLYGON((16.913441874999 52.4194802687394, 16.913654052417 52.4149867435013, 16.9210028431862 52.4151162376751, 16.9207914118114 52.4196097837949, 16.9156467301768 52.4195191711964, 16.913441874999 52.4194802687394))"
niedziela,X393Y549,1,"POLYGON((16.9955128271306 52.3939172558704, 16.9953091259251 52.3984110267404, 16.9879627696139 52.3982861785285, 16.9881672160741 52.3937924277848, 16.9933091381685 52.3938798553472, 16.9955128271306 52.3939172558704))"
sobota,X399Y554,1,"POLYGON((17.0332407668208 52.3720651412731, 17.0405829731119 52.3721871335753, 17.0403840061525 52.3766810435145, 17.0367125242477 52.3766200945261, 17.0330410554745 52.3765590315465, 17.0332407668208 52.3720651412731))"
niedziela,X399Y554,1,"POLYGON((17.0332407668208 52.3720651412731, 17.0405829731119 52.3721871335753, 17.0403840061525 52.3766810435145, 17.0367125242477 52.3766200945261, 17.0330410554745 52.3765590315465, 17.0332407668208 52.3720651412731))"
dzien_roboczy,X399Y554,1,"POLYGON((17.0332407668208 52.3720651412731, 17.0405829731119 52.3721871335753, 17.0403840061525 52.3766810435145, 17.0367125242477 52.3766200945261, 17.0330410554745 52.3765590315465, 17.0332407668208 52.3720651412731))"
sobota,X370Y532,1,"POLYGON((16.8154585779351 52.4671804754512, 16.8228155886393 52.467316165808, 16.8225937592224 52.4718093856135, 16.8152360003769 52.4716736733667, 16.8154363228224 52.4676297954272, 16.8154585779351 52.4671804754512))"
niedziela,X370Y532,2,"POLYGON((16.8154585779351 52.4671804754512, 16.8228155886393 52.467316165808, 16.8225937592224 52.4718093856135, 16.8152360003769 52.4716736733667, 16.8154363228224 52.4676297954272, 16.8154585779351 52.4671804754512))"
dzien_roboczy,X370Y532,1,"POLYGON((16.8154585779351 52.4671804754512, 16.8228155886393 52.467316165808, 16.8225937592224 52.4718093856135, 16.8152360003769 52.4716736733667, 16.8154363228224 52.4676297954272, 16.8154585779351 52.4671804754512))"
sobota,X398Y547,5,"POLYGON((17.0244943132665 52.4033997032708, 17.0318416816457 52.4035222897182, 17.0318016698446 52.4044210625262, 17.0316416015433 52.4080161521682, 17.0242934874236 52.4078935459538, 17.0244943132665 52.4033997032708))"
niedziela,X398Y547,5,"POLYGON((17.0244943132665 52.4033997032708, 17.0318416816457 52.4035222897182, 17.0318016698446 52.4044210625262, 17.0316416015433 52.4080161521682, 17.0242934874236 52.4078935459538, 17.0244943132665 52.4033997032708))"
dzien_roboczy,X398Y547,4,"POLYGON((17.0244943132665 52.4033997032708, 17.0318416816457 52.4035222897182, 17.0318016698446 52.4044210625262, 17.0316416015433 52.4080161521682, 17.0242934874236 52.4078935459538, 17.0244943132665 52.4033997032708))"
sobota,X381Y536,29,"POLYGON((16.9045150142912 52.4526021030747, 16.90438698363 52.4552981857406, 16.897031583814 52.4551675891664, 16.8972457045663 52.4506741383102, 16.9046003568062 52.4508047138216, 16.9045150142912 52.4526021030747))"
niedziela,X381Y536,26,"POLYGON((16.9045150142912 52.4526021030747, 16.90438698363 52.4552981857406, 16.897031583814 52.4551675891664, 16.8972457045663 52.4506741383102, 16.9046003568062 52.4508047138216, 16.9045150142912 52.4526021030747))"
dzien_roboczy,X381Y536,25,"POLYGON((16.9045150142912 52.4526021030747, 16.90438698363 52.4552981857406, 16.897031583814 52.4551675891664, 16.8972457045663 52.4506741383102, 16.9046003568062 52.4508047138216, 16.9045150142912 52.4526021030747))"
sobota,X385Y552,6,"POLYGON((16.9298669856084 52.382891474427, 16.9300351744116 52.3792965947559, 16.9373781148587 52.3794250101823, 16.9371686178291 52.3839186300693, 16.9298249328681 52.3837901939416, 16.9298669856084 52.382891474427))"
niedziela,X385Y552,6,"POLYGON((16.9298669856084 52.382891474427, 16.9300351744116 52.3792965947559, 16.9373781148587 52.3794250101823, 16.9371686178291 52.3839186300693, 16.9298249328681 52.3837901939416, 16.9298669856084 52.382891474427))"
dzien_roboczy,X385Y552,6,"POLYGON((16.9298669856084 52.382891474427, 16.9300351744116 52.3792965947559, 16.9373781148587 52.3794250101823, 16.9371686178291 52.3839186300693, 16.9298249328681 52.3837901939416, 16.9298669856084 52.382891474427))"
sobota,X396Y562,15,"POLYGON((17.0199634298305 52.3403627224514, 17.0126265867877 52.3402395015972, 17.0128281061644 52.33574563887, 17.0201642064394 52.3358688398705, 17.0199634298305 52.3403627224514))"
niedziela,X396Y562,9,"POLYGON((17.0199634298305 52.3403627224514, 17.0126265867877 52.3402395015972, 17.0128281061644 52.33574563887, 17.0201642064394 52.3358688398705, 17.0199634298305 52.3403627224514))"
dzien_roboczy,X396Y562,15,"POLYGON((17.0199634298305 52.3403627224514, 17.0126265867877 52.3402395015972, 17.0128281061644 52.33574563887, 17.0201642064394 52.3358688398705, 17.0199634298305 52.3403627224514))"
sobota,X393Y555,20,"POLYGON((16.989188640641 52.3713236140822, 16.9893927641398 52.3668298393452, 16.9967339077824 52.3669545467585, 16.9965305283632 52.3714483415973, 16.989188640641 52.3713236140822))"
niedziela,X393Y555,22,"POLYGON((16.989188640641 52.3713236140822, 16.9893927641398 52.3668298393452, 16.9967339077824 52.3669545467585, 16.9965305283632 52.3714483415973, 16.989188640641 52.3713236140822))"
dzien_roboczy,X393Y555,17,"POLYGON((16.989188640641 52.3713236140822, 16.9893927641398 52.3668298393452, 16.9967339077824 52.3669545467585, 16.9965305283632 52.3714483415973, 16.989188640641 52.3713236140822))"
sobota,X371Y546,12,"POLYGON((16.833041413115 52.4090388856893, 16.8256940520846 52.4089039358269, 16.8258487664832 52.4057586422786, 16.8259150639159 52.4044106587155, 16.8332616795356 52.4045455868232, 16.833041413115 52.4090388856893))"
niedziela,X371Y546,11,"POLYGON((16.833041413115 52.4090388856893, 16.8256940520846 52.4089039358269, 16.8258487664832 52.4057586422786, 16.8259150639159 52.4044106587155, 16.8332616795356 52.4045455868232, 16.833041413115 52.4090388856893))"
dzien_roboczy,X371Y546,9,"POLYGON((16.833041413115 52.4090388856893, 16.8256940520846 52.4089039358269, 16.8258487664832 52.4057586422786, 16.8259150639159 52.4044106587155, 16.8332616795356 52.4045455868232, 16.833041413115 52.4090388856893))"
sobota,X380Y551,87,"POLYGON((16.9002374734222 52.387765401107, 16.8943621484364 52.3876608478928, 16.8928933228223 52.3876346639855, 16.893107343024 52.3831411734595, 16.9004507490121 52.3832718895086, 16.9002374734222 52.387765401107))"
niedziela,X380Y551,83,"POLYGON((16.9002374734222 52.387765401107, 16.8943621484364 52.3876608478928, 16.8928933228223 52.3876346639855, 16.893107343024 52.3831411734595, 16.9004507490121 52.3832718895086, 16.9002374734222 52.387765401107))"
dzien_roboczy,X380Y551,66,"POLYGON((16.9002374734222 52.387765401107, 16.8943621484364 52.3876608478928, 16.8928933228223 52.3876346639855, 16.893107343024 52.3831411734595, 16.9004507490121 52.3832718895086, 16.9002374734222 52.387765401107))"
sobota,X374Y550,59,"POLYGON((16.8559556194205 52.3914675180224, 16.849345518285 52.3913473932975, 16.8486110654796 52.3913340233027, 16.8488296105103 52.3868406648306, 16.8561734197634 52.3869741380333, 16.8559556194205 52.3914675180224))"
niedziela,X374Y550,59,"POLYGON((16.8559556194205 52.3914675180224, 16.849345518285 52.3913473932975, 16.8486110654796 52.3913340233027, 16.8488296105103 52.3868406648306, 16.8561734197634 52.3869741380333, 16.8559556194205 52.3914675180224))"
dzien_roboczy,X374Y550,54,"POLYGON((16.8559556194205 52.3914675180224, 16.849345518285 52.3913473932975, 16.8486110654796 52.3913340233027, 16.8488296105103 52.3868406648306, 16.8561734197634 52.3869741380333, 16.8559556194205 52.3914675180224))"
sobota,X382Y542,120,"POLYGON((16.9056663787924 52.4283372935419, 16.905879414549 52.4238437973496, 16.9132296416297 52.4239737899364, 16.9130173522892 52.4284673070925, 16.9086067614596 52.4283893537679, 16.9056663787924 52.4283372935419))"
niedziela,X382Y542,115,"POLYGON((16.9056663787924 52.4283372935419, 16.905879414549 52.4238437973496, 16.9132296416297 52.4239737899364, 16.9130173522892 52.4284673070925, 16.9086067614596 52.4283893537679, 16.9056663787924 52.4283372935419))"
